Table_Id,City,Place_Fips,Geo_Id,State,State_Fips,Total_Population
108938,Rising Sun,64674,16000US1864674,IN,18,2456
108939,River Forest,64728,16000US1864728,IN,18,24
108940,Roachdale,64980,16000US1864980,IN,18,949
108941,Roann,64998,16000US1864998,IN,18,492
108942,Roanoke,65016,16000US1865016,IN,18,1784
108943,Rochester,65214,16000US1865214,IN,18,6123
108944,Rockport,65484,16000US1865484,IN,18,2467
108945,Rockville,65520,16000US1865520,IN,18,2577
108946,Rocky Ripple,65556,16000US1865556,IN,18,693
108947,Rolling Prairie,65736,16000US1865736,IN,18,712
108948,Rome City,65808,16000US1865808,IN,18,1159
108949,Rosedale,65934,16000US1865934,IN,18,656
108950,Roseland,65988,16000US1865988,IN,18,561
108951,Roselawn,66006,16000US1866006,IN,18,4087
108952,Rossville,66150,16000US1866150,IN,18,1623
108953,Royal Center,66222,16000US1866222,IN,18,919
108954,Rushville,66438,16000US1866438,IN,18,6192
108955,Russellville,66510,16000US1866510,IN,18,383
108956,Russiaville,66546,16000US1866546,IN,18,1104
108957,St. Bernice,66762,16000US1866762,IN,18,432
108958,St. Joe,66834,16000US1866834,IN,18,511
108959,St. John,66852,16000US1866852,IN,18,15789
108960,St. Leon,66978,16000US1866978,IN,18,666
108961,St. Mary of the Woods,67050,16000US1867050,IN,18,781
108962,St. Meinrad,67176,16000US1867176,IN,18,550
108963,St. Paul,67212,16000US1867212,IN,18,1112
108964,Salamonia,67302,16000US1867302,IN,18,232
108965,Salem,67464,16000US1867464,IN,18,6256
108966,Salt Creek Commons,67608,16000US1867608,IN,18,2380
108967,Saltillo,67626,16000US1867626,IN,18,100
108968,Sandborn,67698,16000US1867698,IN,18,385
108969,San Pierre,68004,16000US1868004,IN,18,96
108970,Santa Claus,68022,16000US1868022,IN,18,2671
108971,Saratoga,68058,16000US1868058,IN,18,197
108972,Schererville,68220,16000US1868220,IN,18,28987
108973,Schneider,68238,16000US1868238,IN,18,278
108974,Scipio,68328,16000US1868328,IN,18,63
108975,Scotland,68382,16000US1868382,IN,18,149
108976,Scottsburg,68526,16000US1868526,IN,18,6677
108977,Seelyville,68652,16000US1868652,IN,18,919
108978,Sellersburg,68670,16000US1868670,IN,18,8675
108979,Selma,68706,16000US1868706,IN,18,735
108980,Seymour,68832,16000US1868832,IN,18,18861
108981,Shadeland,68868,16000US1868868,IN,18,1746
108982,Shamrock Lakes,68976,16000US1868976,IN,18,261
108983,Sharpsville,69048,16000US1869048,IN,18,695
108984,Shelburn,69192,16000US1869192,IN,18,1200
108985,Shelby,69246,16000US1869246,IN,18,612
108986,Shelbyville,69318,16000US1869318,IN,18,19250
108987,Shepardsville,69336,16000US1869336,IN,18,380
108988,Sheridan,69354,16000US1869354,IN,18,2841
108989,Shipshewana,69480,16000US1869480,IN,18,688
108990,Shirley,69516,16000US1869516,IN,18,874
108991,Shoals,69552,16000US1869552,IN,18,789
108992,Shorewood Forest,69642,16000US1869642,IN,18,2494
108993,Sidney,69678,16000US1869678,IN,18,81
108994,Silver Lake,69768,16000US1869768,IN,18,1002
108995,Simonton Lake,69840,16000US1869840,IN,18,4446
108996,Sims,69894,16000US1869894,IN,18,180
108997,Smithville-Sanders,70330,16000US1870330,IN,18,3440
108998,Somerset,70524,16000US1870524,IN,18,502
108999,Somerville,70542,16000US1870542,IN,18,213
109000,South Bend,71000,16000US1871000,IN,18,100590
109001,South Haven,71288,16000US1871288,IN,18,5145
109002,Southport,71486,16000US1871486,IN,18,2288
109003,South Whitley,71612,16000US1871612,IN,18,1903
109004,Speedway,71828,16000US1871828,IN,18,12100
109005,Spencer,71972,16000US1871972,IN,18,2374
109006,Spiceland,72008,16000US1872008,IN,18,917
109007,Spring Grove,72206,16000US1872206,IN,18,384
109008,Spring Hill,72232,16000US1872232,IN,18,87
109009,Spring Lake,72296,16000US1872296,IN,18,304
109010,Springport,72332,16000US1872332,IN,18,173
109011,Spurgeon,72440,16000US1872440,IN,18,171
109012,Star City,72638,16000US1872638,IN,18,194
109013,State Line City,72764,16000US1872764,IN,18,165
109014,Staunton,72782,16000US1872782,IN,18,562
109015,Stilesville,73178,16000US1873178,IN,18,206
109016,Stinesville,73232,16000US1873232,IN,18,183
109017,Stockwell,73340,16000US1873340,IN,18,594
109018,Straughn,73664,16000US1873664,IN,18,253
109019,Sullivan,74006,16000US1874006,IN,18,4184
109020,Sulphur Springs,74060,16000US1874060,IN,18,390
109021,Summitville,74132,16000US1874132,IN,18,1026
109022,Sunman,74168,16000US1874168,IN,18,919
109023,Swayzee,74510,16000US1874510,IN,18,1025
109024,Sweetser,74546,16000US1874546,IN,18,1242
109025,Switz City,74582,16000US1874582,IN,18,288
109026,Syracuse,74744,16000US1874744,IN,18,2864
109027,Taylorsville,75104,16000US1875104,IN,18,1080
109028,Tecumseh,75176,16000US1875176,IN,18,734
109029,Tell City,75248,16000US1875248,IN,18,7234
109030,Tennyson,75302,16000US1875302,IN,18,335
109031,Terre Haute,75428,16000US1875428,IN,18,61061
109032,Thorntown,75626,16000US1875626,IN,18,1648
109033,Tipton,75986,16000US1875986,IN,18,5252
109034,Toad Hop,76022,16000US1876022,IN,18,52
109035,Topeka,76184,16000US1876184,IN,18,1060
109036,Town of Pines,76256,16000US1876256,IN,18,734
109037,Trafalgar,76310,16000US1876310,IN,18,1161
109038,Trail Creek,76328,16000US1876328,IN,18,2006
109039,Tri-Lakes,76526,16000US1876526,IN,18,1241
109040,Troy,76634,16000US1876634,IN,18,287
109041,Ulen,77066,16000US1877066,IN,18,125
109042,Union City,77768,16000US1877768,IN,18,3486
109043,Uniondale,77786,16000US1877786,IN,18,303
109044,Universal,77912,16000US1877912,IN,18,295
109045,Upland,77966,16000US1877966,IN,18,3883
109046,Utica,78110,16000US1878110,IN,18,711
109047,Vallonia,78290,16000US1878290,IN,18,274
109048,Valparaiso,78326,16000US1878326,IN,18,32123
109049,Van Bibber Lake,78380,16000US1878380,IN,18,276
109050,Van Buren,78470,16000US1878470,IN,18,867
109051,Veedersburg,78740,16000US1878740,IN,18,2237
109052,Vera Cruz,78776,16000US1878776,IN,18,116
109053,Vernon,78902,16000US1878902,IN,18,382
109054,Versailles,78974,16000US1878974,IN,18,2126
109055,Vevay,79010,16000US1879010,IN,18,1471
109056,Vincennes,79208,16000US1879208,IN,18,18135
109057,Wabash,79370,16000US1879370,IN,18,10469
109058,Wakarusa,79478,16000US1879478,IN,18,2024
109059,Waldron,79568,16000US1879568,IN,18,603
109060,Walkerton,79694,16000US1879694,IN,18,1874
109061,Wallace,79730,16000US1879730,IN,18,122
109062,Walton,79964,16000US1879964,IN,18,1102
109063,Wanatah,80018,16000US1880018,IN,18,1158
109064,Warren,80108,16000US1880108,IN,18,1511
109065,Warren Park,80234,16000US1880234,IN,18,1697
109066,Warsaw,80306,16000US1880306,IN,18,14385
109067,Washington,80504,16000US1880504,IN,18,11874
109068,Waterloo,81278,16000US1881278,IN,18,2210
109069,Waveland,81458,16000US1881458,IN,18,351
109070,Waynetown,82052,16000US1882052,IN,18,1237
109071,West Baden Springs,82376,16000US1882376,IN,18,530
109072,West College Corner,82556,16000US1882556,IN,18,782
109073,Westfield,82700,16000US1882700,IN,18,33744
109074,West Harrison,82790,16000US1882790,IN,18,417
109075,West Lafayette,82862,16000US1882862,IN,18,43999
109076,West Lebanon,82934,16000US1882934,IN,18,818
109077,Westphalia,83204,16000US1883204,IN,18,79
109078,West Point,83222,16000US1883222,IN,18,566
109079,Westport,83276,16000US1883276,IN,18,1403
109080,West Terre Haute,83384,16000US1883384,IN,18,2505
109081,Westville,83420,16000US1883420,IN,18,7065
109082,Wheatfield,83528,16000US1883528,IN,18,990
109083,Wheatland,83564,16000US1883564,IN,18,455
109084,Wheeler,83600,16000US1883600,IN,18,347
109085,Whiteland,83816,16000US1883816,IN,18,4732
109086,Whitestown,84014,16000US1884014,IN,18,4864
109087,Whitewater,84086,16000US1884086,IN,18,80
109088,Whiting,84122,16000US1884122,IN,18,4905
109089,Wilkinson,84302,16000US1884302,IN,18,474
109090,Williams,84338,16000US1884338,IN,18,322
109091,Williams Creek,84374,16000US1884374,IN,18,396
109092,Williamsport,84410,16000US1884410,IN,18,1842
109093,Winamac,84734,16000US1884734,IN,18,2623
109094,Winchester,84752,16000US1884752,IN,18,4822
109095,Windfall City,84806,16000US1884806,IN,18,856
109096,Winfield,84878,16000US1884878,IN,18,5054
109097,Wingate,84914,16000US1884914,IN,18,257
109098,Winona Lake,84950,16000US1884950,IN,18,4935
109099,Winslow,84968,16000US1884968,IN,18,1087
109100,Wolcott,85058,16000US1885058,IN,18,1055
109101,Wolcottville,85076,16000US1885076,IN,18,1009
109102,Woodburn,85184,16000US1885184,IN,18,1549
109103,Woodlawn Heights,85400,16000US1885400,IN,18,63
109104,Worthington,85598,16000US1885598,IN,18,1214
109105,Wynnedale,85742,16000US1885742,IN,18,162
109106,Yeoman,85886,16000US1885886,IN,18,137
109107,Yorktown,86084,16000US1886084,IN,18,11268
109108,Zanesville,86318,16000US1886318,IN,18,639
109109,Zionsville,86372,16000US1886372,IN,18,25072
109110,Abbyville,100,16000US2000100,KS,20,92
109111,Abilene,125,16000US2000125,KS,20,6671
109112,Ada,225,16000US2000225,KS,20,53
109113,Admire,325,16000US2000325,KS,20,128
109114,Agenda,475,16000US2000475,KS,20,75
109115,Agra,550,16000US2000550,KS,20,255
109116,Albert,825,16000US2000825,KS,20,166
109117,Alden,950,16000US2000950,KS,20,96
109118,Alexander,1050,16000US2001050,KS,20,31
109119,Allen,1275,16000US2001275,KS,20,286
109120,Alma,1350,16000US2001350,KS,20,837
109121,Almena,1425,16000US2001425,KS,20,493
109122,Altamont,1550,16000US2001550,KS,20,1206
109123,Alta Vista,1575,16000US2001575,KS,20,473
109124,Alton,1600,16000US2001600,KS,20,141
109125,Altoona,1625,16000US2001625,KS,20,418
109126,Americus,1675,16000US2001675,KS,20,841
109127,Andale,1775,16000US2001775,KS,20,830
109128,Andover,1800,16000US2001800,KS,20,12293
109129,Anthony,1975,16000US2001975,KS,20,2340
109130,Arcadia,2175,16000US2002175,KS,20,454
109131,Argonia,2250,16000US2002250,KS,20,697
109132,Arkansas City,2300,16000US2002300,KS,20,12253
109133,Arlington,2325,16000US2002325,KS,20,524
109134,Arma,2375,16000US2002375,KS,20,1469
109135,Asherville,2600,16000US2002600,KS,20,0
109136,Ashland,2675,16000US2002675,KS,20,748
109137,Assaria,2850,16000US2002850,KS,20,504
109138,Atchison,2900,16000US2002900,KS,20,10858
109139,Athol,3025,16000US2003025,KS,20,50
109140,Atlanta,3050,16000US2003050,KS,20,225
109141,Attica,3100,16000US2003100,KS,20,769
109142,Atwood,3150,16000US2003150,KS,20,1021
109143,Auburn,3250,16000US2003250,KS,20,1293
109144,Augusta,3300,16000US2003300,KS,20,9242
109145,Aurora,3425,16000US2003425,KS,20,52
109146,Axtell,3600,16000US2003600,KS,20,401
109147,Baileyville,3675,16000US2003675,KS,20,173
109148,Baldwin City,3900,16000US2003900,KS,20,4588
109149,Barnard,4225,16000US2004225,KS,20,55
109150,Barnes,4250,16000US2004250,KS,20,104
109151,Bartlett,4350,16000US2004350,KS,20,90
109152,Basehor,4400,16000US2004400,KS,20,4980
109153,Bassett,4450,16000US2004450,KS,20,9
109154,Baxter Springs,4625,16000US2004625,KS,20,4114
109155,Bazine,4775,16000US2004775,KS,20,389
109156,Beattie,4900,16000US2004900,KS,20,223
109157,Bel Aire,5337,16000US2005337,KS,20,7059
109158,Belle Plaine,5500,16000US2005500,KS,20,1706
109159,Belleville,5600,16000US2005600,KS,20,1902
109160,Beloit,5775,16000US2005775,KS,20,3780
109161,Belpre,5825,16000US2005825,KS,20,188
109162,Belvue,5925,16000US2005925,KS,20,241
109163,Bendena,5975,16000US2005975,KS,20,69
109164,Benedict,6000,16000US2006000,KS,20,57
109165,Bennington,6075,16000US2006075,KS,20,772
109166,Bentley,6125,16000US2006125,KS,20,542
109167,Benton,6175,16000US2006175,KS,20,949
109168,Bern,6275,16000US2006275,KS,20,192
109169,Beverly,6500,16000US2006500,KS,20,160
109170,Bird City,6825,16000US2006825,KS,20,499
109171,Bison,6950,16000US2006950,KS,20,196
109172,Blue Mound,7600,16000US2007600,KS,20,262
109173,Blue Rapids,7650,16000US2007650,KS,20,1018
109174,Bluff City,7775,16000US2007775,KS,20,74
109175,Bogue,7825,16000US2007825,KS,20,298
109176,Bonner Springs,7975,16000US2007975,KS,20,7498
109177,Brewster,8425,16000US2008425,KS,20,250
109178,Bronson,8475,16000US2008475,KS,20,378
109179,Brookville,8575,16000US2008575,KS,20,311
109180,Brownell,8675,16000US2008675,KS,20,46
109181,Bucklin,9000,16000US2009000,KS,20,894
109182,Bucyrus,9050,16000US2009050,KS,20,264
109183,Buffalo,9150,16000US2009150,KS,20,312
109184,Buhler,9200,16000US2009200,KS,20,1400
109185,Bunker Hill,9225,16000US2009225,KS,20,113
109186,Burden,9250,16000US2009250,KS,20,533
109187,Burdett,9275,16000US2009275,KS,20,304
109188,Burlingame,9350,16000US2009350,KS,20,886
109189,Burlington,9400,16000US2009400,KS,20,2629
109190,Burns,9450,16000US2009450,KS,20,366
109191,Burr Oak,9525,16000US2009525,KS,20,166
109192,Burrton,9575,16000US2009575,KS,20,1046
109193,Bushong,9675,16000US2009675,KS,20,42
109194,Bushton,9700,16000US2009700,KS,20,264
109195,Byers,9800,16000US2009800,KS,20,38
109196,Caldwell,9900,16000US2009900,KS,20,1085
109197,Cambridge,10125,16000US2010125,KS,20,118
109198,Caney,10375,16000US2010375,KS,20,2052
109199,Canton,10475,16000US2010475,KS,20,827
109200,Carbondale,10600,16000US2010600,KS,20,1409
109201,Carlton,10675,16000US2010675,KS,20,14
109202,Cassoday,10925,16000US2010925,KS,20,103
109203,Catharine,11025,16000US2011025,KS,20,53
109204,Cawker City,11175,16000US2011175,KS,20,511
109205,Cedar,11325,16000US2011325,KS,20,6
109206,Cedar Point,11425,16000US2011425,KS,20,27
109207,Cedar Vale,11450,16000US2011450,KS,20,527
109208,Centralia,12425,16000US2012425,KS,20,550
109209,Chanute,12500,16000US2012500,KS,20,9217
109210,Chapman,12550,16000US2012550,KS,20,1441
109211,Chase,12650,16000US2012650,KS,20,565
109212,Chautauqua,12675,16000US2012675,KS,20,68
109213,Cheney,12775,16000US2012775,KS,20,1929
109214,Cherokee,12825,16000US2012825,KS,20,846
109215,Cherryvale,12925,16000US2012925,KS,20,2221
109216,Chetopa,12950,16000US2012950,KS,20,1275
109217,Chicopee,13100,16000US2013100,KS,20,551
109218,Cimarron,13275,16000US2013275,KS,20,2093
109219,Circleville,13375,16000US2013375,KS,20,160
109220,Claflin,13425,16000US2013425,KS,20,606
109221,Clay Center,13625,16000US2013625,KS,20,4240
109222,Clayton,13675,16000US2013675,KS,20,88
109223,Clearwater,13925,16000US2013925,KS,20,2566
109224,Clifton,14200,16000US2014200,KS,20,574
109225,Climax,14275,16000US2014275,KS,20,38
109226,Clyde,14475,16000US2014475,KS,20,782
109227,Coats,14525,16000US2014525,KS,20,169
109228,Coffeyville,14600,16000US2014600,KS,20,9921
109229,Colby,14650,16000US2014650,KS,20,5450
109230,Coldwater,14700,16000US2014700,KS,20,824
109231,Collyer,14900,16000US2014900,KS,20,83
109232,Colony,14950,16000US2014950,KS,20,408
109233,Columbus,15075,16000US2015075,KS,20,3207
109234,Colwich,15100,16000US2015100,KS,20,1385
109235,Concordia,15200,16000US2015200,KS,20,5289
109236,Conway Springs,15325,16000US2015325,KS,20,1551
109237,Coolidge,15400,16000US2015400,KS,20,122
109238,Copeland,15475,16000US2015475,KS,20,294
109239,Corning,15725,16000US2015725,KS,20,151
109240,Cottonwood Falls,15900,16000US2015900,KS,20,939
109241,Council Grove,15925,16000US2015925,KS,20,2319
109242,Courtland,16025,16000US2016025,KS,20,371
109243,Coyville,16150,16000US2016150,KS,20,37
109244,Cuba,16625,16000US2016625,KS,20,192
109245,Cullison,16675,16000US2016675,KS,20,44
109246,Culver,16700,16000US2016700,KS,20,100
109247,Cunningham,16775,16000US2016775,KS,20,416
109248,Damar,16975,16000US2016975,KS,20,158
109249,Danville,17000,16000US2017000,KS,20,50
109250,Dearing,17150,16000US2017150,KS,20,523
109251,Deerfield,17225,16000US2017225,KS,20,742
109252,Delia,17525,16000US2017525,KS,20,149
109253,Delphos,17600,16000US2017600,KS,20,437
109254,Denison,17625,16000US2017625,KS,20,183
109255,Denton,17750,16000US2017750,KS,20,162
109256,Derby,17800,16000US2017800,KS,20,23731
109257,De Soto,17850,16000US2017850,KS,20,5941
109258,Detroit,17875,16000US2017875,KS,20,388
109259,Dexter,17925,16000US2017925,KS,20,370
109260,Dighton,18050,16000US2018050,KS,20,961
109261,Dodge City,18250,16000US2018250,KS,20,28045
109262,Dorrance,18325,16000US2018325,KS,20,184
109263,Douglass,18400,16000US2018400,KS,20,1895
109264,Downs,18500,16000US2018500,KS,20,974
109265,Dresden,18600,16000US2018600,KS,20,66
109266,Dunlap,18950,16000US2018950,KS,20,15
109267,Durham,19050,16000US2019050,KS,20,118
109268,Dwight,19125,16000US2019125,KS,20,232
109269,Earlton,19275,16000US2019275,KS,20,48
109270,Eastborough,19300,16000US2019300,KS,20,736
109271,Easton,19600,16000US2019600,KS,20,352
109272,Edgerton,19825,16000US2019825,KS,20,1706
109273,Edmond,19875,16000US2019875,KS,20,55
109274,Edna,19900,16000US2019900,KS,20,435
109275,Edwardsville,20000,16000US2020000,KS,20,4372
109276,Effingham,20025,16000US2020025,KS,20,621
109277,Elbing,20050,16000US2020050,KS,20,285
109278,El Dorado,20075,16000US2020075,KS,20,12910
109279,Elgin,20125,16000US2020125,KS,20,98
109280,Elk City,20250,16000US2020250,KS,20,285
109281,Elk Falls,20300,16000US2020300,KS,20,57
109282,Elkhart,20350,16000US2020350,KS,20,2159
109283,Ellinwood,20425,16000US2020425,KS,20,2520
109284,Ellis,20450,16000US2020450,KS,20,2120
109285,Ellsworth,20500,16000US2020500,KS,20,3075
109286,Elmdale,20675,16000US2020675,KS,20,49
109287,Elsmore,20875,16000US2020875,KS,20,93
109288,Elwood,20950,16000US2020950,KS,20,1027
109289,Emmett,21100,16000US2021100,KS,20,128
109290,Emporia,21275,16000US2021275,KS,20,24739
109291,Englewood,21350,16000US2021350,KS,20,84
109292,Ensign,21400,16000US2021400,KS,20,218
109293,Enterprise,21425,16000US2021425,KS,20,975
109294,Erie,21500,16000US2021500,KS,20,1092
109295,Esbon,21600,16000US2021600,KS,20,147
109296,Eskridge,21650,16000US2021650,KS,20,531
109297,Eudora,21675,16000US2021675,KS,20,6276
109298,Eureka,21800,16000US2021800,KS,20,2419
109299,Everest,22025,16000US2022025,KS,20,296
109300,Fairview,22425,16000US2022425,KS,20,261
109301,Fairway,22700,16000US2022700,KS,20,3964
109302,Fall River,22775,16000US2022775,KS,20,179
109303,Falun,22900,16000US2022900,KS,20,109
109304,Florence,23600,16000US2023600,KS,20,415
109305,Fontana,23650,16000US2023650,KS,20,145
109306,Ford,23725,16000US2023725,KS,20,281
109307,Formoso,23825,16000US2023825,KS,20,111
109308,Fort Dodge,23890,16000US2023890,KS,20,215
109309,Fort Riley,23975,16000US2023975,KS,20,7015
109310,Fort Scott,24000,16000US2024000,KS,20,7893
109311,Fowler,24175,16000US2024175,KS,20,441
109312,Frankfort,24275,16000US2024275,KS,20,746
109313,Franklin,24325,16000US2024325,KS,20,715
109314,Frederick,24550,16000US2024550,KS,20,8
109315,Fredonia,24575,16000US2024575,KS,20,2455
109316,Freeport,24725,16000US2024725,KS,20,0
109317,Frontenac,24850,16000US2024850,KS,20,3445
109318,Fulton,24925,16000US2024925,KS,20,137
109319,Galatia,25050,16000US2025050,KS,20,14
109320,Galena,25100,16000US2025100,KS,20,2988
109321,Galesburg,25150,16000US2025150,KS,20,102
109322,Galva,25200,16000US2025200,KS,20,903
109323,Garden City,25325,16000US2025325,KS,20,27007
109324,Garden Plain,25375,16000US2025375,KS,20,805
109325,Gardner,25425,16000US2025425,KS,20,20466
109326,Garfield,25750,16000US2025750,KS,20,243
109327,Garnett,25925,16000US2025925,KS,20,3306
109328,Gas,25975,16000US2025975,KS,20,606
109329,Gaylord,26000,16000US2026000,KS,20,136
109330,Gem,26050,16000US2026050,KS,20,86
109331,Geneseo,26075,16000US2026075,KS,20,282
109332,Geuda Springs,26200,16000US2026200,KS,20,193
109333,Girard,26300,16000US2026300,KS,20,2788
109334,Glade,26325,16000US2026325,KS,20,65
109335,Glasco,26375,16000US2026375,KS,20,460
109336,Glen Elder,26500,16000US2026500,KS,20,507
109337,Goddard,26725,16000US2026725,KS,20,4256
109338,Goessel,26750,16000US2026750,KS,20,605
109339,Goff,26775,16000US2026775,KS,20,111
109340,Goodland,26875,16000US2026875,KS,20,4834
109341,Gorham,27000,16000US2027000,KS,20,351
109342,Gove City,27125,16000US2027125,KS,20,96
109343,Grainfield,27200,16000US2027200,KS,20,329
109344,Grandview Plaza,27425,16000US2027425,KS,20,2110
109345,Grantville,28200,16000US2028200,KS,20,48
109346,Great Bend,28300,16000US2028300,KS,20,15850
109347,Greeley,28350,16000US2028350,KS,20,282
109348,Greeley County unified government (balance),28412,16000US2028412,KS,20,388
109349,Green,28425,16000US2028425,KS,20,125
109350,Greenleaf,28625,16000US2028625,KS,20,390
109351,Greensburg,28675,16000US2028675,KS,20,896
109352,Grenola,28800,16000US2028800,KS,20,164
109353,Gridley,28850,16000US2028850,KS,20,294
109354,Grinnell,28900,16000US2028900,KS,20,276
109355,Gypsum,29250,16000US2029250,KS,20,378
109356,Haddam,29400,16000US2029400,KS,20,64
109357,Halstead,29600,16000US2029600,KS,20,2305
109358,Hamilton,29675,16000US2029675,KS,20,239
109359,Hamlin,29700,16000US2029700,KS,20,48
109360,Hanover,29875,16000US2029875,KS,20,586
109361,Hanston,29925,16000US2029925,KS,20,265
109362,Hardtner,30000,16000US2030000,KS,20,147
109363,Harper,30175,16000US2030175,KS,20,1309
109364,Harris,30250,16000US2030250,KS,20,11
109365,Hartford,30475,16000US2030475,KS,20,384
109366,Harveyville,30575,16000US2030575,KS,20,212
109367,Havana,30700,16000US2030700,KS,20,144
109368,Haven,30725,16000US2030725,KS,20,1243
109369,Havensville,30775,16000US2030775,KS,20,148
109370,Haviland,30825,16000US2030825,KS,20,797
109371,Hays,31100,16000US2031100,KS,20,20992
109372,Haysville,31125,16000US2031125,KS,20,11234
109373,Hazelton,31150,16000US2031150,KS,20,144
109374,Healy,31200,16000US2031200,KS,20,265
109375,Hepler,31375,16000US2031375,KS,20,137
109376,Herington,31400,16000US2031400,KS,20,2241
109377,Herndon,31475,16000US2031475,KS,20,133
109378,Hesston,31600,16000US2031600,KS,20,3566
109379,Hiawatha,31675,16000US2031675,KS,20,3132
109380,Highland,31850,16000US2031850,KS,20,1053
109381,Hill City,32175,16000US2032175,KS,20,1464
109382,Hillsboro,32275,16000US2032275,KS,20,2916
109383,Hillsdale,32300,16000US2032300,KS,20,270
109384,Hoisington,32550,16000US2032550,KS,20,2666
109385,Holcomb,32575,16000US2032575,KS,20,2434
109386,Hollenberg,32650,16000US2032650,KS,20,21
109387,Holton,32825,16000US2032825,KS,20,3284
109388,Holyrood,32850,16000US2032850,KS,20,400
109389,Home,32875,16000US2032875,KS,20,164
109390,Hope,33075,16000US2033075,KS,20,488
109391,Horace,33150,16000US2033150,KS,20,152
109392,Horton,33200,16000US2033200,KS,20,1746
109393,Howard,33250,16000US2033250,KS,20,741
109394,Hoxie,33350,16000US2033350,KS,20,1251
109395,Hoyt,33375,16000US2033375,KS,20,639
109396,Hudson,33400,16000US2033400,KS,20,137
109397,Hugoton,33425,16000US2033425,KS,20,3864
109398,Humboldt,33450,16000US2033450,KS,20,1826
109399,Hunnewell,33500,16000US2033500,KS,20,74
109400,Hunter,33525,16000US2033525,KS,20,68
109401,Huron,33575,16000US2033575,KS,20,76
109402,Hutchinson,33625,16000US2033625,KS,20,41808
109403,Independence,33875,16000US2033875,KS,20,9179
109404,Ingalls,34225,16000US2034225,KS,20,311
109405,Inman,34275,16000US2034275,KS,20,1303
109406,Iola,34300,16000US2034300,KS,20,5602
109407,Isabel,34550,16000US2034550,KS,20,98
109408,Iuka,34625,16000US2034625,KS,20,207
109409,Jamestown,34975,16000US2034975,KS,20,353
109410,Jennings,35375,16000US2035375,KS,20,130
109411,Jetmore,35450,16000US2035450,KS,20,879
109412,Jewell,35475,16000US2035475,KS,20,434
109413,Johnson City,35600,16000US2035600,KS,20,1339
109414,Junction City,35750,16000US2035750,KS,20,24823
109415,Kanopolis,35950,16000US2035950,KS,20,415
109416,Kanorado,35975,16000US2035975,KS,20,141
109417,Kansas City,36000,16000US2036000,KS,20,148855
109418,Kechi,36225,16000US2036225,KS,20,2180
109419,Kensington,36550,16000US2036550,KS,20,468
109420,Kickapoo Site 1,36735,16000US2036735,KS,20,93
109421,Kickapoo Site 2,36736,16000US2036736,KS,20,44
109422,Kickapoo Site 5,36739,16000US2036739,KS,20,67
109423,Kickapoo Site 6,36740,16000US2036740,KS,20,20
109424,Kickapoo Site 7,36741,16000US2036741,KS,20,43
109425,Kickapoo Tribal Center,36744,16000US2036744,KS,20,201
109426,Kincaid,36875,16000US2036875,KS,20,174
109427,Kingman,36950,16000US2036950,KS,20,3128
109428,Kinsley,37075,16000US2037075,KS,20,1402
109429,Kiowa,37125,16000US2037125,KS,20,998
109430,Kipp,37200,16000US2037200,KS,20,151
109431,Kirwin,37275,16000US2037275,KS,20,182
109432,Kismet,37325,16000US2037325,KS,20,297
109433,Labette,37375,16000US2037375,KS,20,44
109434,La Crosse,37500,16000US2037500,KS,20,1295
109435,La Cygne,37575,16000US2037575,KS,20,1284
109436,La Harpe,37725,16000US2037725,KS,20,542
109437,Lake Quivira,37975,16000US2037975,KS,20,911
109438,Lakin,38175,16000US2038175,KS,20,2028
109439,Lancaster,38325,16000US2038325,KS,20,315
109440,Lane,38400,16000US2038400,KS,20,218
109441,Langdon,38500,16000US2038500,KS,20,30
109442,Lansing,38650,16000US2038650,KS,20,11623
109443,Larned,38700,16000US2038700,KS,20,4011
109444,Latham,38775,16000US2038775,KS,20,128
109445,Latimer,38800,16000US2038800,KS,20,42
109446,Lawrence,38900,16000US2038900,KS,20,91305
109447,Leavenworth,39000,16000US2039000,KS,20,35861
109448,Leawood,39075,16000US2039075,KS,20,33339
109449,Lebanon,39100,16000US2039100,KS,20,309
109450,Lebo,39125,16000US2039125,KS,20,886
109451,Lecompton,39150,16000US2039150,KS,20,598
109452,Lehigh,39225,16000US2039225,KS,20,182
109453,Lenexa,39350,16000US2039350,KS,20,50412
109454,Lenora,39400,16000US2039400,KS,20,238
109455,Leon,39450,16000US2039450,KS,20,678
109456,Leona,39475,16000US2039475,KS,20,51
109457,Leonardville,39500,16000US2039500,KS,20,410
109458,Leoti,39550,16000US2039550,KS,20,1502
109459,LeRoy,39650,16000US2039650,KS,20,612
109460,Levant,39700,16000US2039700,KS,20,71
109461,Lewis,39725,16000US2039725,KS,20,396
109462,Liberal,39825,16000US2039825,KS,20,20819
109463,Liberty,40250,16000US2040250,KS,20,225
109464,Liebenthal,40400,16000US2040400,KS,20,117
109465,Lincoln Center,41300,16000US2041300,KS,20,1312
109466,Lincolnville,41325,16000US2041325,KS,20,244
109467,Lindsborg,41375,16000US2041375,KS,20,3441
109468,Linn,41425,16000US2041425,KS,20,471
109469,Linn Valley,41465,16000US2041465,KS,20,811
109470,Linwood,41475,16000US2041475,KS,20,407
109471,Little River,41575,16000US2041575,KS,20,553
109472,Logan,42100,16000US2042100,KS,20,498
109473,Lone Elm,42425,16000US2042425,KS,20,23
109474,Longford,42575,16000US2042575,KS,20,222
109475,Long Island,42600,16000US2042600,KS,20,177
