Table_Id,City,Place_Fips,Geo_Id,State,State_Fips,Total_Population
113564,Brooklyn Heights,8776,16000US2908776,MO,29,123
113565,Browning,8884,16000US2908884,MO,29,241
113566,Brownington,8902,16000US2908902,MO,29,88
113567,Brumley,8974,16000US2908974,MO,29,65
113568,Brunswick,9046,16000US2909046,MO,29,858
113569,Bucklin,9388,16000US2909388,MO,29,511
113570,Buckner,9424,16000US2909424,MO,29,3077
113571,Buffalo,9514,16000US2909514,MO,29,3066
113572,Bull Creek village,9642,16000US2909642,MO,29,522
113573,Bunceton,9658,16000US2909658,MO,29,339
113574,Bunker,9694,16000US2909694,MO,29,412
113575,Burgess,9802,16000US2909802,MO,29,59
113576,Burlington Junction,9838,16000US2909838,MO,29,468
113577,Butler,10054,16000US2910054,MO,29,4153
113578,Butterfield village,10144,16000US2910144,MO,29,483
113579,Byrnes Mill,10240,16000US2910240,MO,29,2822
113580,Cabool,10288,16000US2910288,MO,29,2309
113581,Cainsville,10342,16000US2910342,MO,29,240
113582,Cairo village,10360,16000US2910360,MO,29,314
113583,Caledonia village,10432,16000US2910432,MO,29,173
113584,Calhoun,10450,16000US2910450,MO,29,414
113585,California,10468,16000US2910468,MO,29,4351
113586,Callao,10486,16000US2910486,MO,29,436
113587,Calverton Park village,10612,16000US2910612,MO,29,1289
113588,Camden,10738,16000US2910738,MO,29,242
113589,Camden Point,10792,16000US2910792,MO,29,502
113590,Camdenton,10810,16000US2910810,MO,29,3822
113591,Cameron,10828,16000US2910828,MO,29,10167
113592,Campbell,10864,16000US2910864,MO,29,1997
113593,Canalou,11026,16000US2911026,MO,29,278
113594,Canton,11134,16000US2911134,MO,29,2522
113595,Cape Girardeau,11242,16000US2911242,MO,29,38959
113596,Cardwell,11350,16000US2911350,MO,29,698
113597,Carl Junction,11368,16000US2911368,MO,29,7577
113598,Carrollton,11566,16000US2911566,MO,29,3734
113599,Carterville,11638,16000US2911638,MO,29,1795
113600,Carthage,11656,16000US2911656,MO,29,14278
113601,Caruthersville,11692,16000US2911692,MO,29,6026
113602,Carytown,11728,16000US2911728,MO,29,282
113603,Cassville,11890,16000US2911890,MO,29,3286
113604,Castle Point,11908,16000US2911908,MO,29,3368
113605,Catron,12052,16000US2912052,MO,29,82
113606,Cave,12079,16000US2912079,MO,29,1
113607,Cedar Hill,12358,16000US2912358,MO,29,1694
113608,Cedar Hill Lakes village,12376,16000US2912376,MO,29,205
113609,Center,12592,16000US2912592,MO,29,382
113610,Centertown,12664,16000US2912664,MO,29,288
113611,Centerview,12682,16000US2912682,MO,29,253
113612,Centerville,12718,16000US2912718,MO,29,244
113613,Centralia,12898,16000US2912898,MO,29,4159
113614,Chaffee,12988,16000US2912988,MO,29,2943
113615,Chain of Rocks village,13006,16000US2913006,MO,29,133
113616,Chain-O-Lakes village,13015,16000US2913015,MO,29,122
113617,Chamois,13060,16000US2913060,MO,29,396
113618,Champ village,13078,16000US2913078,MO,29,10
113619,Charlack,13330,16000US2913330,MO,29,1483
113620,Charleston,13366,16000US2913366,MO,29,5877
113621,Charmwood,13390,16000US2913390,MO,29,24
113622,Cherokee Pass,13474,16000US2913474,MO,29,242
113623,Chesapeake,13582,16000US2913582,MO,29,116
113624,Chesterfield,13600,16000US2913600,MO,29,47706
113625,Chilhowee,13654,16000US2913654,MO,29,272
113626,Chillicothe,13690,16000US2913690,MO,29,9025
113627,Chula,13852,16000US2913852,MO,29,245
113628,Clarence,13978,16000US2913978,MO,29,918
113629,Clark,14068,16000US2914068,MO,29,261
113630,Clarksburg,14140,16000US2914140,MO,29,256
113631,Clarksdale,14158,16000US2914158,MO,29,271
113632,Clarkson Valley,14176,16000US2914176,MO,29,2634
113633,Clarksville,14194,16000US2914194,MO,29,444
113634,Clarkton,14212,16000US2914212,MO,29,1228
113635,Claycomo village,14554,16000US2914554,MO,29,1457
113636,Clayton,14572,16000US2914572,MO,29,15900
113637,Clearmont,14662,16000US2914662,MO,29,194
113638,Cleveland,14770,16000US2914770,MO,29,609
113639,Clever,14788,16000US2914788,MO,29,2381
113640,Cliff Village village,14806,16000US2914806,MO,29,30
113641,Clifton Hill,14896,16000US2914896,MO,29,105
113642,Climax Springs village,14914,16000US2914914,MO,29,166
113643,Clinton,14986,16000US2914986,MO,29,9012
113644,Clyde village,15130,16000US2915130,MO,29,90
113645,Cobalt village,15220,16000US2915220,MO,29,256
113646,Coffey,15274,16000US2915274,MO,29,135
113647,Cole Camp,15436,16000US2915436,MO,29,1443
113648,Collins village,15562,16000US2915562,MO,29,132
113649,Columbia,15670,16000US2915670,MO,29,115391
113650,Commerce village,15760,16000US2915760,MO,29,44
113651,Conception,15886,16000US2915886,MO,29,262
113652,Conception Junction,15922,16000US2915922,MO,29,210
113653,Concord,16030,16000US2916030,MO,29,16953
113654,Concordia,16102,16000US2916102,MO,29,2373
113655,Coney Island village,16115,16000US2916115,MO,29,68
113656,Conway,16192,16000US2916192,MO,29,918
113657,Cool Valley,16228,16000US2916228,MO,29,1167
113658,Cooter,16336,16000US2916336,MO,29,428
113659,Corder,16408,16000US2916408,MO,29,337
113660,Corning,16462,16000US2916462,MO,29,4
113661,Cosby village,16588,16000US2916588,MO,29,151
113662,Cottleville,16678,16000US2916678,MO,29,3836
113663,Country Club village,16802,16000US2916802,MO,29,2833
113664,Country Club Hills,16822,16000US2916822,MO,29,1398
113665,Country Life Acres village,16876,16000US2916876,MO,29,138
113666,Cowgill,16984,16000US2916984,MO,29,139
113667,Craig,17056,16000US2917056,MO,29,208
113668,Crane,17074,16000US2917074,MO,29,2022
113669,Creighton,17164,16000US2917164,MO,29,320
113670,Crestwood,17218,16000US2917218,MO,29,11961
113671,Creve Coeur,17272,16000US2917272,MO,29,17944
113672,Crocker,17344,16000US2917344,MO,29,997
113673,Cross Timbers,17524,16000US2917524,MO,29,239
113674,Crystal City,17632,16000US2917632,MO,29,4829
113675,Crystal Lake Park,17650,16000US2917650,MO,29,494
113676,Crystal Lakes,17660,16000US2917660,MO,29,322
113677,Cuba,17668,16000US2917668,MO,29,3377
113678,Curryville,17902,16000US2917902,MO,29,240
113679,Dadeville village,17992,16000US2917992,MO,29,259
113680,Dalton,18118,16000US2918118,MO,29,15
113681,Danville,18190,16000US2918190,MO,29,71
113682,Dardenne Prairie,18253,16000US2918253,MO,29,12383
113683,Darlington village,18316,16000US2918316,MO,29,75
113684,Dawn,18496,16000US2918496,MO,29,111
113685,Dearborn,18658,16000US2918658,MO,29,412
113686,Deepwater,18730,16000US2918730,MO,29,427
113687,Deerfield village,18802,16000US2918802,MO,29,70
113688,Defiance,18910,16000US2918910,MO,29,161
113689,De Kalb,18946,16000US2918946,MO,29,202
113690,Dellwood,19018,16000US2919018,MO,29,5011
113691,Delta,19072,16000US2919072,MO,29,422
113692,Dennis Acres village,19090,16000US2919090,MO,29,45
113693,Denver village,19162,16000US2919162,MO,29,47
113694,Des Arc village,19198,16000US2919198,MO,29,170
113695,Desloge,19216,16000US2919216,MO,29,4966
113696,De Soto,19252,16000US2919252,MO,29,6469
113697,Des Peres,19270,16000US2919270,MO,29,8480
113698,De Witt,19378,16000US2919378,MO,29,101
113699,Dexter,19396,16000US2919396,MO,29,7920
113700,Diamond,19432,16000US2919432,MO,29,921
113701,Diehlstadt village,19486,16000US2919486,MO,29,184
113702,Diggins village,19504,16000US2919504,MO,29,280
113703,Dixon,19630,16000US2919630,MO,29,1443
113704,Doe Run,19684,16000US2919684,MO,29,1096
113705,Doniphan,19792,16000US2919792,MO,29,2337
113706,Doolittle,19828,16000US2919828,MO,29,658
113707,Dover,19918,16000US2919918,MO,29,115
113708,Downing,19990,16000US2919990,MO,29,278
113709,Drexel,20134,16000US2920134,MO,29,911
113710,Dudley,20296,16000US2920296,MO,29,158
113711,Duenweg,20314,16000US2920314,MO,29,1218
113712,Duquesne village,20512,16000US2920512,MO,29,1747
113713,Dutchtown village,20566,16000US2920566,MO,29,34
113714,Eagle Rock,20656,16000US2920656,MO,29,124
113715,Eagleville,20674,16000US2920674,MO,29,264
113716,East Lynne,20980,16000US2920980,MO,29,248
113717,Easton,21034,16000US2921034,MO,29,254
113718,East Prairie,21052,16000US2921052,MO,29,3178
113719,Edgar Springs,21214,16000US2921214,MO,29,216
113720,Edgerton,21250,16000US2921250,MO,29,607
113721,Edina,21322,16000US2921322,MO,29,1187
113722,Edinburg,21340,16000US2921340,MO,29,132
113723,Edmundson,21376,16000US2921376,MO,29,898
113724,Eldon,21484,16000US2921484,MO,29,4617
113725,El Dorado Springs,21502,16000US2921502,MO,29,3553
113726,Ellington,21844,16000US2921844,MO,29,1119
113727,Ellisville,21898,16000US2921898,MO,29,9181
113728,Ellsinore,21916,16000US2921916,MO,29,502
113729,Elmer,21988,16000US2921988,MO,29,89
113730,Elmira village,22006,16000US2922006,MO,29,60
113731,Elmo,22024,16000US2922024,MO,29,180
113732,Elsberry,22114,16000US2922114,MO,29,1930
113733,Emerald Beach village,22250,16000US2922250,MO,29,279
113734,Eminence,22276,16000US2922276,MO,29,604
113735,Emma,22312,16000US2922312,MO,29,247
113736,Eolia village,22474,16000US2922474,MO,29,511
113737,Essex,22600,16000US2922600,MO,29,546
113738,Ethel,22672,16000US2922672,MO,29,51
113739,Eureka,22834,16000US2922834,MO,29,10450
113740,Evergreen village,22951,16000US2922951,MO,29,35
113741,Everton,22996,16000US2922996,MO,29,338
113742,Ewing,23032,16000US2923032,MO,29,358
113743,Excello,23050,16000US2923050,MO,29,102
113744,Excelsior Estates village,23077,16000US2923077,MO,29,175
113745,Excelsior Springs,23086,16000US2923086,MO,29,11512
113746,Exeter,23122,16000US2923122,MO,29,786
113747,Fairdealing,23248,16000US2923248,MO,29,1151
113748,Fairfax,23266,16000US2923266,MO,29,664
113749,Fair Grove,23338,16000US2923338,MO,29,1612
113750,Fair Play,23428,16000US2923428,MO,29,480
113751,Fairview,23518,16000US2923518,MO,29,336
113752,Farber,23662,16000US2923662,MO,29,315
113753,Farley village,23698,16000US2923698,MO,29,229
113754,Farmington,23752,16000US2923752,MO,29,17570
113755,Fayette,23842,16000US2923842,MO,29,2708
113756,Fenton,23950,16000US2923950,MO,29,4033
113757,Ferguson,23986,16000US2923986,MO,29,21120
113758,Ferrelview village,24058,16000US2924058,MO,29,403
113759,Festus,24094,16000US2924094,MO,29,11839
113760,Fidelity,24120,16000US2924120,MO,29,240
113761,Fillmore,24184,16000US2924184,MO,29,197
113762,Fisk,24328,16000US2924328,MO,29,464
113763,Fleming,24562,16000US2924562,MO,29,130
113764,Flemington village,24580,16000US2924580,MO,29,116
113765,Flint Hill,24688,16000US2924688,MO,29,548
113766,Flordell Hills,24706,16000US2924706,MO,29,843
113767,Florida village,24760,16000US2924760,MO,29,0
113768,Florissant,24778,16000US2924778,MO,29,52356
113769,Foley,24886,16000US2924886,MO,29,127
113770,Fordland,25012,16000US2925012,MO,29,897
113771,Forest City,25066,16000US2925066,MO,29,273
113772,Foristell,25120,16000US2925120,MO,29,473
113773,Forsyth,25192,16000US2925192,MO,29,2068
113774,Fortescue,25228,16000US2925228,MO,29,5
113775,Fort Leonard Wood,25264,16000US2925264,MO,29,17576
113776,Foster village,25372,16000US2925372,MO,29,188
113777,Fountain N' Lakes village,25411,16000US2925411,MO,29,332
113778,Frankclay,25516,16000US2925516,MO,29,120
113779,Frankford,25552,16000US2925552,MO,29,441
113780,Franklin,25624,16000US2925624,MO,29,70
113781,Fredericktown,25768,16000US2925768,MO,29,4054
113782,Freeburg village,25822,16000US2925822,MO,29,447
113783,Freeman,25894,16000US2925894,MO,29,511
113784,Freistatt village,25912,16000US2925912,MO,29,131
113785,Fremont,25948,16000US2925948,MO,29,64
113786,Fremont Hills,25957,16000US2925957,MO,29,894
113787,Frohna,26092,16000US2926092,MO,29,243
113788,Frontenac,26110,16000US2926110,MO,29,3523
113789,Fulton,26182,16000US2926182,MO,29,12812
113790,Gainesville,26218,16000US2926218,MO,29,799
113791,Galena,26254,16000US2926254,MO,29,556
113792,Gallatin,26308,16000US2926308,MO,29,1784
113793,Galt,26362,16000US2926362,MO,29,206
113794,Garden City,26434,16000US2926434,MO,29,1534
113795,Gasconade,26578,16000US2926578,MO,29,222
113796,Gentry village,26776,16000US2926776,MO,29,54
113797,Gerald,26866,16000US2926866,MO,29,1374
113798,Gerster,26902,16000US2926902,MO,29,22
113799,Gibbs village,26920,16000US2926920,MO,29,126
113800,Gideon,26974,16000US2926974,MO,29,1150
113801,Gilliam,27028,16000US2927028,MO,29,188
113802,Gilman City,27064,16000US2927064,MO,29,394
113803,Ginger Blue village,27100,16000US2927100,MO,29,35
113804,Gladstone,27190,16000US2927190,MO,29,26309
113805,Glasgow,27208,16000US2927208,MO,29,1135
113806,Glasgow Village,27226,16000US2927226,MO,29,5178
113807,Glenaire,27262,16000US2927262,MO,29,440
113808,Glen Allen,27280,16000US2927280,MO,29,100
113809,Glendale,27334,16000US2927334,MO,29,5928
113810,Glen Echo Park village,27370,16000US2927370,MO,29,126
113811,Glenwood village,27514,16000US2927514,MO,29,175
113812,Golden,27658,16000US2927658,MO,29,491
113813,Golden City,27676,16000US2927676,MO,29,578
113814,Goodman,27874,16000US2927874,MO,29,1141
113815,Goodnight village,27900,16000US2927900,MO,29,12
113816,Gordonville village,27928,16000US2927928,MO,29,416
113817,Goss,28000,16000US2928000,MO,29,0
113818,Gower,28036,16000US2928036,MO,29,1588
113819,Graham,28072,16000US2928072,MO,29,214
113820,Grain Valley,28090,16000US2928090,MO,29,13134
113821,Granby,28108,16000US2928108,MO,29,2170
113822,Grand Falls Plaza,28170,16000US2928170,MO,29,111
113823,Grandin,28180,16000US2928180,MO,29,175
113824,Grand Pass village,28198,16000US2928198,MO,29,73
113825,Grandview,28324,16000US2928324,MO,29,24997
113826,Granger village,28360,16000US2928360,MO,29,28
113827,Grant City,28594,16000US2928594,MO,29,835
113828,Grantwood Village,28630,16000US2928630,MO,29,962
113829,Gravois Mills,28828,16000US2928828,MO,29,154
113830,Grayhawk,28860,16000US2928860,MO,29,536
113831,Grayridge,28864,16000US2928864,MO,29,68
113832,Gray Summit,28918,16000US2928918,MO,29,2943
113833,Greencastle,29116,16000US2929116,MO,29,330
113834,Green City,29134,16000US2929134,MO,29,695
113835,Greendale,29152,16000US2929152,MO,29,636
113836,Greenfield,29206,16000US2929206,MO,29,1325
113837,Green Park,29324,16000US2929324,MO,29,2630
113838,Green Ridge,29332,16000US2929332,MO,29,467
113839,Greentop,29422,16000US2929422,MO,29,446
113840,Greenville,29476,16000US2929476,MO,29,530
113841,Greenwood,29494,16000US2929494,MO,29,5400
113842,Guilford,29692,16000US2929692,MO,29,54
113843,Gunn City village,29764,16000US2929764,MO,29,79
113844,Hale,29908,16000US2929908,MO,29,459
113845,Halfway village,29962,16000US2929962,MO,29,126
113846,Hallsville,29998,16000US2929998,MO,29,1593
113847,Halltown village,30016,16000US2930016,MO,29,109
113848,Hamilton,30034,16000US2930034,MO,29,1663
113849,Hanley Hills village,30196,16000US2930196,MO,29,2194
113850,Hannibal,30214,16000US2930214,MO,29,17717
113851,Hardin,30322,16000US2930322,MO,29,555
113852,Harris,30466,16000US2930466,MO,29,46
113853,Harrisburg,30484,16000US2930484,MO,29,347
113854,Harrisonville,30610,16000US2930610,MO,29,10003
113855,Hartsburg,30718,16000US2930718,MO,29,100
113856,Hartville,30754,16000US2930754,MO,29,588
113857,Hartwell,30772,16000US2930772,MO,29,0
113858,Harviell,30844,16000US2930844,MO,29,163
113859,Harwood village,30862,16000US2930862,MO,29,106
113860,Hawk Point,31024,16000US2931024,MO,29,796
113861,Hayti,31132,16000US2931132,MO,29,2840
113862,Hayti Heights,31168,16000US2931168,MO,29,557
113863,Hayward,31186,16000US2931186,MO,29,130
113864,Haywood City village,31204,16000US2931204,MO,29,151
113865,Hazelwood,31276,16000US2931276,MO,29,25686
113866,Henrietta,31654,16000US2931654,MO,29,303
113867,Herculaneum,31708,16000US2931708,MO,29,3762
113868,Hermann,31762,16000US2931762,MO,29,2461
113869,Hermitage,31780,16000US2931780,MO,29,801
113870,Higbee,31924,16000US2931924,MO,29,589
113871,Higginsville,31960,16000US2931960,MO,29,4706
113872,High Hill,31996,16000US2931996,MO,29,196
113873,Highlandville,32068,16000US2932068,MO,29,1040
113874,High Ridge,32140,16000US2932140,MO,29,3553
113875,Hillsboro,32248,16000US2932248,MO,29,2980
113876,Hillsdale village,32266,16000US2932266,MO,29,1327
113877,Hoberg village,32410,16000US2932410,MO,29,47
113878,Holcomb,32536,16000US2932536,MO,29,749
113879,Holden,32572,16000US2932572,MO,29,2284
113880,Holland,32590,16000US2932590,MO,29,199
113881,Holliday village,32626,16000US2932626,MO,29,102
113882,Hollister,32662,16000US2932662,MO,29,4441
113883,Holt,32752,16000US2932752,MO,29,474
113884,Holts Summit,32770,16000US2932770,MO,29,3447
113885,Homestead village,32806,16000US2932806,MO,29,175
113886,Homestown,32824,16000US2932824,MO,29,169
113887,Hopkins,33004,16000US2933004,MO,29,485
113888,Horine,33040,16000US2933040,MO,29,1332
113889,Hornersville,33076,16000US2933076,MO,29,803
113890,Houston,33238,16000US2933238,MO,29,2354
113891,Houstonia,33256,16000US2933256,MO,29,207
113892,Houston Lake,33292,16000US2933292,MO,29,347
113893,Howardville,33364,16000US2933364,MO,29,286
113894,Hughesville village,33652,16000US2933652,MO,29,160
113895,Humansville,33706,16000US2933706,MO,29,1140
113896,Hume,33724,16000US2933724,MO,29,373
113897,Humphreys village,33742,16000US2933742,MO,29,108
113898,Hunnewell,33760,16000US2933760,MO,29,136
113899,Hunter,33778,16000US2933778,MO,29,106
113900,Huntleigh,33850,16000US2933850,MO,29,372
113901,Huntsdale,33868,16000US2933868,MO,29,25
113902,Huntsville,33886,16000US2933886,MO,29,1570
113903,Hurdland,33904,16000US2933904,MO,29,118
113904,Hurley,33922,16000US2933922,MO,29,220
113905,Iatan village,34210,16000US2934210,MO,29,41
113906,Iberia,34228,16000US2934228,MO,29,693
113907,Imperial,34354,16000US2934354,MO,29,4807
113908,Independence,35000,16000US2935000,MO,29,117192
113909,Indian Point village,35186,16000US2935186,MO,29,541
113910,Innsbrook village,35240,16000US2935240,MO,29,786
113911,Ionia,35306,16000US2935306,MO,29,119
113912,Irena village,35324,16000US2935324,MO,29,23
113913,Irondale,35396,16000US2935396,MO,29,451
113914,Iron Mountain Lake,35450,16000US2935450,MO,29,826
113915,Ironton,35468,16000US2935468,MO,29,1571
113916,Irwin,35486,16000US2935486,MO,29,35
113917,Jackson,35648,16000US2935648,MO,29,14439
113918,Jacksonville village,36224,16000US2936224,MO,29,159
113919,Jameson,36314,16000US2936314,MO,29,82
113920,Jamesport,36332,16000US2936332,MO,29,543
113921,Jamestown,36368,16000US2936368,MO,29,351
113922,Jane,36422,16000US2936422,MO,29,460
113923,Jasper,36512,16000US2936512,MO,29,987
113924,Jefferson City,37000,16000US2937000,MO,29,43186
113925,Jennings,37178,16000US2937178,MO,29,14755
113926,Jerico Springs village,37214,16000US2937214,MO,29,180
113927,Jonesburg,37574,16000US2937574,MO,29,754
113928,Joplin,37592,16000US2937592,MO,29,51042
113929,Josephville village,37700,16000US2937700,MO,29,399
113930,Junction City village,37736,16000US2937736,MO,29,474
113931,Kahoka,37790,16000US2937790,MO,29,1969
113932,Kansas City,38000,16000US2938000,MO,29,467990
113933,Kearney,38072,16000US2938072,MO,29,9039
113934,Kelso village,38216,16000US2938216,MO,29,588
113935,Kennett,38306,16000US2938306,MO,29,10678
113936,Keytesville,38468,16000US2938468,MO,29,515
113937,Kidder,38522,16000US2938522,MO,29,215
113938,Kimberling City,38612,16000US2938612,MO,29,2687
113939,Kimmswick,38684,16000US2938684,MO,29,143
113940,King City,38774,16000US2938774,MO,29,1006
113941,Kingdom City village,38792,16000US2938792,MO,29,135
113942,Kingston,38846,16000US2938846,MO,29,332
113943,Kingsville,38918,16000US2938918,MO,29,233
113944,Kinloch,38972,16000US2938972,MO,29,267
113945,Kirbyville village,39008,16000US2939008,MO,29,244
113946,Kirksville,39026,16000US2939026,MO,29,17574
113947,Kirkwood,39044,16000US2939044,MO,29,27612
113948,Kissee Mills,39080,16000US2939080,MO,29,998
113949,Knob Noster,39188,16000US2939188,MO,29,2779
113950,Knox City,39278,16000US2939278,MO,29,261
113951,Koshkonong,39440,16000US2939440,MO,29,248
113952,LaBarque Creek,39503,16000US2939503,MO,29,1857
113953,La Belle,39512,16000US2939512,MO,29,647
113954,Laclede,39566,16000US2939566,MO,29,326
113955,Laddonia,39602,16000US2939602,MO,29,556
113956,La Due village,39638,16000US2939638,MO,29,55
113957,Ladue,39656,16000US2939656,MO,29,8559
113958,La Grange,39764,16000US2939764,MO,29,950
113959,Lake Annette,39845,16000US2939845,MO,29,136
113960,Lake Lafayette,39952,16000US2939952,MO,29,332
113961,Lake Lotawana,39980,16000US2939980,MO,29,2100
113962,Lake Mykee Town village,39990,16000US2939990,MO,29,491
113963,Lake Ozark,40034,16000US2940034,MO,29,1626
113964,Lake St. Louis,40043,16000US2940043,MO,29,14933
113965,Lakeshire,40088,16000US2940088,MO,29,1579
113966,Lakeside,40142,16000US2940142,MO,29,0
113967,Lake Tapawingo,40196,16000US2940196,MO,29,689
113968,Lake Tekakwitha village,40214,16000US2940214,MO,29,235
113969,Lake Viking,40304,16000US2940304,MO,29,360
113970,Lake Waukomis,40322,16000US2940322,MO,29,885
113971,Lake Winnebago,40340,16000US2940340,MO,29,1287
113972,Lamar,40376,16000US2940376,MO,29,4457
113973,Lamar Heights,40430,16000US2940430,MO,29,200
113974,Lambert village,40448,16000US2940448,MO,29,0
113975,La Monte,40520,16000US2940520,MO,29,1406
113976,Lanagan,40592,16000US2940592,MO,29,428
113977,Lancaster,40610,16000US2940610,MO,29,726
113978,La Plata,40682,16000US2940682,MO,29,1323
113979,Laredo,40736,16000US2940736,MO,29,209
113980,La Russell,40790,16000US2940790,MO,29,235
113981,Lathrop,40826,16000US2940826,MO,29,2215
113982,La Tour,40880,16000US2940880,MO,29,62
113983,Laurie,40916,16000US2940916,MO,29,960
113984,Lawson,40988,16000US2940988,MO,29,2319
113985,Leadington,41024,16000US2941024,MO,29,360
113986,Leadwood,41078,16000US2941078,MO,29,1543
113987,Leasburg village,41114,16000US2941114,MO,29,466
113988,Leawood village,41132,16000US2941132,MO,29,652
113989,Lebanon,41168,16000US2941168,MO,29,14637
113990,Lee's Summit,41348,16000US2941348,MO,29,93618
113991,Leeton,41402,16000US2941402,MO,29,678
113992,Leisure Lake,41417,16000US2941417,MO,29,205
113993,Lemay,41438,16000US2941438,MO,29,16603
113994,Leonard village,41546,16000US2941546,MO,29,59
113995,Leslie village,41690,16000US2941690,MO,29,138
113996,Levasy,41762,16000US2941762,MO,29,75
113997,Lewis and Clark Village,41834,16000US2941834,MO,29,122
113998,Lewistown,41852,16000US2941852,MO,29,533
113999,Lexington,41870,16000US2941870,MO,29,4633
114000,Liberal,41906,16000US2941906,MO,29,739
114001,Liberty,42032,16000US2942032,MO,29,30035
114002,Licking,42464,16000US2942464,MO,29,3066
114003,Lilbourn,42536,16000US2942536,MO,29,1202
114004,Lincoln,42608,16000US2942608,MO,29,1141
114005,Linn,43238,16000US2943238,MO,29,1567
114006,Linn Creek,43274,16000US2943274,MO,29,218
114007,Linneus,43292,16000US2943292,MO,29,350
114008,Lithium village,43346,16000US2943346,MO,29,38
114009,Livonia village,43454,16000US2943454,MO,29,82
114010,Loch Lloyd village,43468,16000US2943468,MO,29,656
114011,Lock Springs village,43472,16000US2943472,MO,29,64
114012,Lockwood,43490,16000US2943490,MO,29,1054
114013,Lohman,43652,16000US2943652,MO,29,192
114014,Loma Linda,43672,16000US2943672,MO,29,804
114015,Lone Jack,43760,16000US2943760,MO,29,1076
114016,Longtown,43940,16000US2943940,MO,29,128
114017,Louisburg village,44156,16000US2944156,MO,29,146
114018,Louisiana,44174,16000US2944174,MO,29,3322
114019,Lowry City,44282,16000US2944282,MO,29,522
114020,Lucerne village,44372,16000US2944372,MO,29,93
114021,Ludlow,44390,16000US2944390,MO,29,119
114022,Lupus,44498,16000US2944498,MO,29,30
114023,Luray village,44516,16000US2944516,MO,29,61
114024,McBaine,44768,16000US2944768,MO,29,6
114025,McCord Bend village,44829,16000US2944829,MO,29,280
114026,McFall,45020,16000US2945020,MO,29,106
114027,Mackenzie village,45110,16000US2945110,MO,29,123
114028,McKittrick,45200,16000US2945200,MO,29,68
114029,Macks Creek,45218,16000US2945218,MO,29,516
114030,Macon,45326,16000US2945326,MO,29,5468
114031,Madison,45470,16000US2945470,MO,29,635
114032,Maitland,45596,16000US2945596,MO,29,294
114033,Malden,45614,16000US2945614,MO,29,4407
114034,Malta Bend,45632,16000US2945632,MO,29,330
114035,Manchester,45668,16000US2945668,MO,29,18187
114036,Mansfield,45740,16000US2945740,MO,29,1191
114037,Maplewood,45830,16000US2945830,MO,29,7960
114038,Marble Hill,45848,16000US2945848,MO,29,1613
114039,Marceline,45866,16000US2945866,MO,29,2154
114040,Marionville,46172,16000US2946172,MO,29,2153
114041,Marlborough village,46208,16000US2946208,MO,29,2006
114042,Marquand,46244,16000US2946244,MO,29,318
114043,Marshall,46316,16000US2946316,MO,29,13048
114044,Marshfield,46388,16000US2946388,MO,29,6860
114045,Marston,46406,16000US2946406,MO,29,417
114046,Marthasville,46424,16000US2946424,MO,29,1273
114047,Martinsburg,46460,16000US2946460,MO,29,325
114048,Maryland Heights,46586,16000US2946586,MO,29,27401
114049,Maryville,46640,16000US2946640,MO,29,11997
114050,Matthews,46730,16000US2946730,MO,29,736
114051,Maysville,46946,16000US2946946,MO,29,1115
114052,Mayview,46964,16000US2946964,MO,29,335
114053,Meadville,47036,16000US2947036,MO,29,415
114054,Mehlville,47180,16000US2947180,MO,29,29953
114055,Memphis,47270,16000US2947270,MO,29,1938
114056,Mendon,47288,16000US2947288,MO,29,156
114057,Mercer,47486,16000US2947486,MO,29,413
114058,Merriam Woods village,47520,16000US2947520,MO,29,1668
114059,Merwin village,47540,16000US2947540,MO,29,37
114060,Meta,47594,16000US2947594,MO,29,244
114061,Metz,47612,16000US2947612,MO,29,36
114062,Mexico,47648,16000US2947648,MO,29,11588
114063,Miami,47684,16000US2947684,MO,29,142
114064,Middletown,47900,16000US2947900,MO,29,232
114065,Milan,48062,16000US2948062,MO,29,2110
114066,Milford village,48098,16000US2948098,MO,29,31
114067,Millard village,48134,16000US2948134,MO,29,66
114068,Miller,48242,16000US2948242,MO,29,732
114069,Mill Spring village,48386,16000US2948386,MO,29,160
114070,Milo village,48476,16000US2948476,MO,29,108
114071,Mindenmines,48566,16000US2948566,MO,29,270
114072,Mine La Motte,48602,16000US2948602,MO,29,225
114073,Miner,48656,16000US2948656,MO,29,963
114074,Mineral Point,48710,16000US2948710,MO,29,389
114075,Miramiguoa Park village,48880,16000US2948880,MO,29,112
114076,Missouri City,48980,16000US2948980,MO,29,311
114077,Moberly,49034,16000US2949034,MO,29,13879
114078,Mokane,49070,16000US2949070,MO,29,156
114079,Moline Acres,49088,16000US2949088,MO,29,2377
114080,Monett,49196,16000US2949196,MO,29,8957
114081,Monroe City,49394,16000US2949394,MO,29,2439
114082,Montgomery City,49574,16000US2949574,MO,29,2795
114083,Monticello village,49592,16000US2949592,MO,29,139
114084,Montier,49610,16000US2949610,MO,29,51
114085,Montreal,49646,16000US2949646,MO,29,55
114086,Montrose,49664,16000US2949664,MO,29,355
114087,Mooresville village,49790,16000US2949790,MO,29,122
114088,Morehouse,49898,16000US2949898,MO,29,826
114089,Morley,49988,16000US2949988,MO,29,728
114090,Morrison,50060,16000US2950060,MO,29,91
114091,Morrisville,50078,16000US2950078,MO,29,378
114092,Mosby,50168,16000US2950168,MO,29,206
114093,Moscow Mills,50204,16000US2950204,MO,29,2550
